job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge,n_languages,n_certifications,n_soft_skills,n_programming_languages,n_technologies,n_knowledge,n_academic_degrees,num_job_level,num_job_type,num_search_country
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,No found,Spark,No found,Networking-Project Management,0,0,6,0,1,2,0,1,0,3
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,Software Developer,No found,No found,Teamwork,No found,Azure,No found,Testing-Databases-DevOps-Security-Cloud Computing,0,0,1,0,1,5,0,1,0,3
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,Quality Software Engineer,No found,No found,Communication-Teamwork-Adaptability,No found,Jenkins,No found,TDD-Agile-Testing-BDD,0,0,3,0,1,4,0,1,0,3
San Antonio- TX,San Antonio,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Communication-Creativity,Java-Python,Spark-AWS,No found,Cloud Computing-Data Science,0,0,2,2,2,2,0,1,0,3
San Antonio- Texas Metropolitan Area,San Antonio,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,SQL-JavaScript,RESTful APIs,Bachelors,Testing-Databases-Web Development,0,0,1,2,1,3,1,1,0,3
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Associate,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,No found,No found,No found,Testing,0,0,4,0,0,1,0,0,2,2
Woking- England- United Kingdom,High Wycombe,United Kingdom,Associate,Onsite,Software Developer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,CSS-SQL-HTML-JavaScript-Python,Django-RESTful APIs-Azure-Flask,No found,Testing-Security-Version Control-Databases-Data Science-Agile-Cloud Computing-Web Development-Software Architecture,0,0,5,5,4,9,0,0,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Associate,Onsite,Software Engineer,No found,No found,Organization-Communication-Problem Solving-Teamwork,Python,No found,No found,Testing-Version Control-Security-Data Science,0,0,4,1,0,4,0,0,2,2
Woking- England- United Kingdom,High Wycombe,United Kingdom,Associate,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,No found,Agile,0,0,1,0,0,1,0,0,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Associate,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,Bachelors,Testing,0,0,1,0,0,1,1,0,2,2
Sunbury-on-Thames- England- United Kingdom,High Wycombe,United Kingdom,Associate,Onsite,Software Engineer,No found,No found,Problem Solving-Empathy-Leadership-Organization-Creativity-Communication-Teamwork,SQL-JavaScript-HTML,RESTful APIs-AWS-Azure-Angular,No found,Testing-DevOps-Security-Databases-Agile-Cloud Computing-Web Development-Software Architecture,0,0,7,3,4,8,0,0,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Associate,Remote,Software Developer,No found,No found,Empathy-Leadership-Adaptability-Creativity-Communication-Critical Thinking-Teamwork,No found,No found,No found,Agile-Testing,0,0,7,0,0,2,0,0,1,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Associate,Hybrid,Software Engineer,No found,No found,Communication-Teamwork-Adaptability,Python,No found,Masters,Networking-Data Science,0,0,3,1,0,2,1,0,0,2
Kings Langley- England- United Kingdom,High Wycombe,United Kingdom,Associate,Hybrid,Software Engineer,English-French-Spanish-Chinese,No found,Communication-Teamwork-Adaptability,Java-Python,Azure-Docker,No found,Testing-Security-Version Control-Databases-Data Science-Agile-Cloud Computing,4,0,3,2,2,7,0,0,0,2
Hemel Hempstead- England- United Kingdom,High Wycombe,United Kingdom,Associate,Hybrid,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,No found,AWS-Azure,No found,Testing-DevOps-Project Management-Agile-Cloud Computing,0,0,4,0,2,5,0,0,0,2
Bracknell- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability-Creativity,TypeScript-JavaScript,React,No found,Agile-Testing-Web Development-Software Architecture,0,0,3,2,1,4,0,1,2,2
Oxfordshire- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Creativity-Communication-Teamwork,Python,No found,No found,Testing,0,0,5,1,0,1,0,1,2,2
Frimley- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,No found,MySQL,No found,Security-Databases-Version Control-Networking-Software Architecture,0,0,4,0,1,5,0,1,2,2
Bracknell- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Empathy-Leadership-Organization-Creativity-Communication-Critical Thinking-Teamwork,No found,React-Azure-Angular,No found,Testing-Databases-Project Management-Web Development-Cloud Computing,0,0,8,0,3,5,0,1,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Organization-Communication-Work Ethic-Teamwork,Python,PyTorch,PhD,Testing-Web Development-Data Science,0,0,5,1,1,3,1,1,2,2
Camberley- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,SQL,MySQL,No found,Security-Databases-Version Control-Networking-Software Architecture,0,0,4,1,1,5,0,1,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,Python,AWS,No found,Agile-Testing-Cloud Computing-Project Management,0,0,6,1,1,4,0,1,2,2
Frimley- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,No found,MySQL,No found,Security-Databases-Version Control-Networking-Software Architecture,0,0,4,0,1,5,0,1,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,No found,No found,PhD,No found,0,0,1,0,0,0,1,1,2,2
Lewknor- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,SQL-JavaScript-HTML,React-Azure,No found,Web Development-Databases-Cloud Computing,0,0,1,3,2,3,0,1,2,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,No found,Google Cloud-AWS,No found,Testing-DevOps-Data Science-Web Development-Cloud Computing,0,0,4,0,2,5,0,1,2,2
Booker- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Onsite,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Communication-Teamwork,No found,Jenkins,No found,Testing-Version Control-Agile-TDD-CI CD,0,0,5,0,1,5,0,1,2,2
Luton- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,Software Developer,No found,No found,Adaptability,CSS-HTML-JavaScript,Kubernetes-Azure-Docker,No found,DevOps-Agile-Web Development-Cloud Computing-TDD,0,0,1,3,3,5,0,1,1,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,Software Engineer,No found,No found,Teamwork-Adaptability,TypeScript-SQL-Scala-Python,AWS-Kubernetes-Azure,No found,Agile-Databases-Cloud Computing-Data Science,0,0,2,4,3,4,0,1,1,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,No found,No found,PhD,Data Science,0,0,4,0,0,1,1,1,1,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Communication-Teamwork,SQL-Python,Kubernetes-Google Cloud-Docker,No found,Databases-Version Control-Data Science-Agile-Cloud Computing,0,0,5,2,3,5,0,1,1,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability-Creativity,No found,PyTorch-TensorFlow,No found,Cloud Computing-Data Science,0,0,4,0,2,2,0,1,1,2
Reading- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,AI Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,Go-SQL-Python,Google Cloud-AWS,No found,Security-Databases-Cloud Computing,0,0,5,3,2,3,0,1,1,2
Reading- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Adaptability-Creativity-Communication-Teamwork,CSS-HTML-JavaScript,React-Angular,No found,Testing-Security-Mobile Development-Data Science-Web Development,0,0,5,3,2,5,0,1,1,2
Oxfordshire- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-SQL-JavaScript-Python,React-AWS-Node.js-Express,No found,Testing-Databases-Web Development-Cloud Computing-Software Architecture,0,0,2,4,4,5,0,1,0,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Teamwork-Creativity,TypeScript-SQL-Python,AWS-Node.js-React-MySQL-Express-MongoDB,No found,Testing-Databases-Web Development-Cloud Computing-Software Architecture,0,0,4,3,6,5,0,1,0,2
Oxford- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork,HTML-JavaScript-Java,Angular,No found,Agile-Testing-Web Development-Version Control,0,0,2,3,1,4,0,1,0,2
High Wycombe- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,No found,Jenkins,No found,Testing-Version Control-Agile-TDD-CI CD,0,0,6,0,1,5,0,1,0,2
High Wycombe- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,No found,Jenkins,No found,Testing-Version Control-Agile-TDD-CI CD,0,0,6,0,1,5,0,1,0,2
High Wycombe- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Creativity-Communication-Teamwork,No found,Jenkins,No found,Testing-Version Control-Agile-TDD-CI CD,0,0,6,0,1,5,0,1,0,2
Reading- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,No found,TypeScript,React-AWS-Angular-Vue.js,No found,Web Development-Cloud Computing,0,0,0,1,4,2,0,1,0,2
St Albans- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,No found,AWS,No found,Web Development-Cloud Computing,0,0,3,0,1,2,0,1,0,2
Frimley- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,SQL,MySQL,No found,Security-Databases-Version Control-Networking-Software Architecture,0,0,4,1,1,5,0,1,0,2
Oxfordshire- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Teamwork,Java-Python,Google Cloud-AWS-Azure,No found,Databases-Cloud Computing-Data Science,0,0,1,2,3,3,0,1,0,2
Bourne End- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,HTML,No found,No found,Agile-Web Development,0,0,3,1,0,2,0,1,0,2
Luton- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,TypeScript-HTML-JavaScript,AWS-Node.js-GraphQL-React-Terraform-RESTful APIs,No found,Testing-Web Development-Cloud Computing-DevOps,0,0,3,3,6,4,0,1,0,2
Reading- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Engineer,No found,No found,No found,SQL-Java,No found,No found,Databases,0,0,0,2,0,1,0,1,0,2
Bracknell- England- United Kingdom,High Wycombe,United Kingdom,Mid senior,Hybrid,Software Developer,No found,No found,Leadership-Teamwork,TypeScript-SQL-JavaScript,React-Kubernetes-Docker,No found,Databases-Web Development-Data Science,0,0,2,3,3,3,0,1,0,2
Burlington- VT,Huntington,United States,Associate,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Leadership-Adaptability-Creativity-Communication-Teamwork,TypeScript-Java-SQL-HTML-Scala-JavaScript-Python,Angular-Spring,No found,Security-Databases-Data Science-Agile-Web Development-Software Architecture,0,0,6,7,2,6,0,0,2,3
South Burlington- VT,Huntington,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Version Control,0,0,4,0,0,1,0,1,2,3
Vergennes- VT,Huntington,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Creativity-Communication-Teamwork,No found,No found,No found,No found,0,0,5,0,0,0,0,1,2,3
Fairfax- VT,Huntington,United States,Mid senior,Onsite,Software Developer,No found,No found,Communication-Teamwork-Creativity,JavaScript-Shell-Perl-Python,No found,No found,Testing-Databases-Web Development,0,0,3,4,0,3,0,1,2,3
Vergennes- VT,Huntington,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Creativity-Communication-Teamwork,No found,No found,No found,Testing-BDD-DevOps-Version Control-Project Management-Agile-Software Architecture-TDD-CI CD,0,0,5,0,0,9,0,1,2,3
Williston- VT,Huntington,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Leadership-Teamwork-Creativity,SQL,RESTful APIs-Azure,No found,Testing-DevOps-Version Control-Security-Databases-Mobile Development-Agile-Cloud Computing,0,0,4,1,2,8,0,1,2,3
Burlington- VT,Huntington,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,Go-JavaScript-Java,Vue.js-AWS-MySQL-Spring,No found,Web Development-Databases-Cloud Computing,0,0,3,3,4,3,0,1,1,3
Vermont- United States,Huntington,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Adaptability-Empathy-Communication-Work Ethic-Teamwork,TypeScript-SQL-JavaScript,React-RESTful APIs-SOAP-Angular,No found,Testing-Security-Version Control-Databases-Data Science-Agile-Web Development-CI CD,0,0,6,3,4,8,0,1,0,3
Fairfield- CT,Stamford,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Creativity,TypeScript-Go-Java,React-Kubernetes-AWS-Docker,No found,Web Development-Cloud Computing,0,0,2,3,4,2,0,1,2,3
Queens- NY,Stamford,United States,Mid senior,Hybrid,Software Developer,No found,No found,Communication-Teamwork,CSS-SQL-JavaScript-HTML,React-RESTful APIs-Azure-Angular,No found,Testing-Databases-Project Management-Web Development-Cloud Computing,0,0,2,4,4,5,0,1,0,3
Vallejo- CA,Napa,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Problem Solving-Adaptability,SQL,RESTful APIs-Azure,No found,Agile-Testing-Databases-Cloud Computing,0,0,3,1,2,4,0,1,2,3
Napa- CA,Napa,United States,Mid senior,Onsite,Software Engineer,English,No found,Interpersonal Skills-Communication-Leadership-Teamwork,No found,No found,No found,Testing,1,0,4,0,0,1,0,1,2,3
Hercules- CA,Napa,United States,Mid senior,Hybrid,Software Developer,No found,No found,Leadership-Teamwork-Adaptability,SQL-Python,AWS-Azure,No found,Testing-DevOps-Security-Databases-Networking-Agile-Cloud Computing,0,0,3,2,2,7,0,1,0,3
Pella- IA,Oskaloosa,United States,Mid senior,Onsite,Software Engineer,No found,No found,Time Management-Leadership-Creativity-Communication-Teamwork,Go,No found,No found,Testing-Databases-Security,0,0,5,1,0,3,0,1,2,3
Pella- IA,Oskaloosa,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,Go,No found,No found,Agile,0,0,4,1,0,1,0,1,2,3
Pella- IA,Oskaloosa,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing,0,0,4,0,0,2,0,1,0,3
Pella- IA,Oskaloosa,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing,0,0,4,0,0,2,0,1,0,3
Pella- IA,Oskaloosa,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing,0,0,4,0,0,2,0,1,0,3
Pella- IA,Oskaloosa,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing,0,0,4,0,0,2,0,1,0,3
Pella- IA,Oskaloosa,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing,0,0,4,0,0,2,0,1,0,3
Pella- IA,Oskaloosa,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Organization-Communication-Leadership-Teamwork,No found,No found,No found,Agile-Testing,0,0,4,0,0,2,0,1,0,3
Seattle- WA,Tacoma,United States,Associate,Onsite,Software Engineer,No found,No found,Time Management-Leadership-Organization-Adaptability-Communication,No found,No found,No found,Networking-Security,0,0,5,0,0,2,0,0,2,3
Seattle- WA,Tacoma,United States,Associate,Onsite,Software Engineer,No found,No found,Leadership,No found,Express,PhD,Security-Databases-Data Science-Networking-Cloud Computing,0,0,1,0,1,5,1,0,2,3
